Idx,place,datetime,RH,temp,Air_velo,RAD(MJ/m2)
974,daegok,2021/02/28 21:00,84.8,9,1.3,7.07
974,daegok,2021/02/28 22:00,83.7,8.9,1.4,7.07
974,daegok,2021/02/28 23:00,84.6,8.8,1.1,7.07
974,daegok,2021/03/01 1:00,84.9,8.6,1,0
974,daegok,2021/03/01 2:00,87.3,8.2,0.6,0
974,daegok,2021/03/01 3:00,92.7,7.2,0.4,0.04
974,daegok,2021/03/01 4:00,93.8,7.1,1.1,0.07
974,daegok,2021/03/01 5:00,93.6,7,0.7,0.11
974,daegok,2021/03/01 6:00,94.8,7,0.3,0.13
974,daegok,2021/03/01 7:00,90,7.6,1.4,0.13
974,daegok,2021/03/01 8:00,87.6,8.2,0,0.15
974,daegok,2021/03/01 9:00,88.4,8.5,0.1,0.23
974,daegok,2021/03/01 10:00,89.4,8.7,0.5,0.36
974,daegok,2021/03/01 11:00,93.8,9.5,0.6,0.66
974,daegok,2021/03/01 12:00,96.9,10.7,1.1,1.05
974,daegok,2021/03/01 13:00,97.1,12.5,1.7,1.41
974,daegok,2021/03/01 14:00,97,13.8,1.2,1.63
974,daegok,2021/03/01 15:00,90.6,15.6,4,1.83
974,daegok,2021/03/01 16:00,89.3,16,4.4,1.96
974,daegok,2021/03/01 17:00,91.6,16,3.6,2.06
974,daegok,2021/03/01 18:00,94.1,16,3.8,2.07
974,daegok,2021/03/01 19:00,93.6,15.7,3.4,2.07
974,daegok,2021/03/01 20:00,94,14.7,3.7,2.07
974,daegok,2021/03/01 21:00,93.6,14,3.7,2.07
974,daegok,2021/03/01 22:00,94.2,12.9,2.3,2.07
974,daegok,2021/03/01 23:00,89.3,12.2,,2.07
974,daegok,2021/03/02 0:00,90.2,8.8,,2.07
974,daegok,2021/03/02 1:00,89.5,7.4,3.1,0
974,daegok,2021/03/02 2:00,91.1,6.3,2.4,0
974,daegok,2021/03/02 3:00,93.1,5.5,2.3,0
974,daegok,2021/03/02 4:00,89.6,4.9,1.9,0
974,daegok,2021/03/02 5:00,85.9,4.6,1.5,0
974,daegok,2021/03/02 6:00,87.2,3.7,2,0
974,daegok,2021/03/02 7:00,84.8,3.7,2.4,0
974,daegok,2021/03/02 8:00,78.3,4.1,2.3,0.05
974,daegok,2021/03/02 9:00,76.1,4.3,2.1,0.34
974,daegok,2021/03/02 10:00,75.7,5.1,2,0.98
974,daegok,2021/03/02 11:00,73.4,6.2,1.8,2.27
974,daegok,2021/03/02 12:00,71.9,6.2,,2.93
974,daegok,2021/03/02 13:00,63.8,7.2,3.2,4.44
974,daegok,2021/03/02 14:00,60.9,8.2,2.4,6.12
974,daegok,2021/03/02 15:00,60.8,7.5,,7.47
974,daegok,2021/03/02 16:00,57.9,8.2,2.5,8.61
974,daegok,2021/03/02 17:00,54.6,7.8,2.9,9.34
974,daegok,2021/03/02 18:00,57.7,6.4,2.9,9.82
974,daegok,2021/03/02 19:00,65.5,4.7,,10.01
974,daegok,2021/03/02 20:00,81.1,2.2,0.4,10.17
974,daegok,2021/03/02 21:00,87.9,1.8,0.9,10.32
974,daegok,2021/03/02 22:00,91.2,-0.6,1.1,10.47
974,daegok,2021/03/02 23:00,94.6,-1.3,0.2,10.58
974,daegok,2021/03/03 1:00,96.4,-1.5,0.5,0.06
974,daegok,2021/03/03 2:00,96.5,-2.2,0.3,0.12
974,daegok,2021/03/03 3:00,97.7,-2.9,0.5,0.12
974,daegok,2021/03/03 4:00,98.8,-2.4,0.4,0.12
974,daegok,2021/03/03 5:00,97.9,-2.7,0.1,0.12
974,daegok,2021/03/03 6:00,97.9,-2.8,0.5,0.12
974,daegok,2021/03/03 7:00,98,-2.4,0.2,0.12
974,daegok,2021/03/03 8:00,97.9,-2.3,0.3,0.19
974,daegok,2021/03/03 9:00,98.8,-0.9,1.1,0.58
974,daegok,2021/03/03 10:00,98.4,2.4,1.5,1.96
974,daegok,2021/03/03 11:00,57.5,5.5,2.4,3.6
974,daegok,2021/03/03 12:00,47.1,8.1,0.8,5.55
974,daegok,2021/03/03 13:00,45.4,8,2,7.71
974,daegok,2021/03/03 14:00,44.1,9.9,,10.03
974,daegok,2021/03/03 15:00,41.7,9.8,1.7,12.18
974,daegok,2021/03/03 16:00,39.1,10.5,1.1,13.84
974,daegok,2021/03/03 17:00,43.9,10.3,1.3,14.66
974,daegok,2021/03/03 18:00,45.2,9.1,,14.97
974,daegok,2021/03/03 19:00,50.7,7.3,0.7,15.08
974,daegok,2021/03/03 20:00,57,6.3,0.7,15.18
974,daegok,2021/03/03 21:00,69.9,4.7,0.5,15.27
974,daegok,2021/03/03 22:00,79.1,4.2,,15.34
974,daegok,2021/03/03 23:00,79.5,2.9,0.2,15.44
974,daegok,2021/03/04 0:00,83.7,2.3,0.6,15.53
974,daegok,2021/03/04 1:00,86.9,1.4,0.1,0.08
974,daegok,2021/03/04 2:00,90.9,0.5,0.4,0.18
974,daegok,2021/03/04 3:00,91.2,0.5,0.3,0.26
974,daegok,2021/03/04 4:00,90.4,0.5,0.3,0.32
974,daegok,2021/03/04 5:00,91.9,0.8,0.4,0.38
974,daegok,2021/03/04 6:00,92.9,0.8,0.8,0.44
974,daegok,2021/03/04 7:00,92.3,0.8,0.5,0.49
974,daegok,2021/03/04 8:00,87.3,2.3,0.2,0.59
974,daegok,2021/03/04 9:00,78.8,4,0.4,0.81
974,daegok,2021/03/04 10:00,67.8,6.1,0.5,1.33
974,daegok,2021/03/04 11:00,66.8,7.2,0.8,2
974,daegok,2021/03/04 12:00,63.5,8.8,0.9,2.49
974,daegok,2021/03/04 13:00,68.5,8.2,1.4,2.85
974,daegok,2021/03/04 14:00,66,9.1,1.2,3.18
974,daegok,2021/03/04 15:00,68.7,9.2,1.7,3.53
974,daegok,2021/03/04 16:00,89.3,7.6,2.2,3.7
974,daegok,2021/03/04 17:00,93.5,7.4,,3.8
974,daegok,2021/03/04 18:00,94.6,7.3,0.7,3.85
974,daegok,2021/03/04 19:00,97,7.2,0.7,3.85
974,daegok,2021/03/04 20:00,97.3,7.1,1,3.85
974,daegok,2021/03/04 21:00,94,7.2,1.1,3.85
974,daegok,2021/03/04 22:00,97.3,6.9,1.2,3.85
974,daegok,2021/03/04 23:00,95.8,6.8,0.3,3.85
974,daegok,2021/03/05 0:00,93.2,6.6,1.8,3.85
974,daegok,2021/03/05 1:00,91.3,6.3,1.6,0
974,daegok,2021/03/05 2:00,92.4,6.1,0.3,0
974,daegok,2021/03/05 3:00,97.6,4.8,0.2,0.03
974,daegok,2021/03/05 4:00,98.9,3.8,0.2,0.09
974,daegok,2021/03/05 5:00,98.9,3.2,0.1,0.09
974,daegok,2021/03/05 6:00,98.9,3.4,0.5,0.09
974,daegok,2021/03/05 7:00,98.9,2.6,0.3,0.09
974,daegok,2021/03/05 8:00,98.9,3.5,0.8,0.22
974,daegok,2021/03/05 9:00,98.9,6.7,1.2,0.8
974,daegok,2021/03/05 10:00,87.5,9.7,1.5,2.17
974,daegok,2021/03/05 11:00,72.8,12.3,2.5,4.1
974,daegok,2021/03/05 12:00,66.3,14.4,1.6,6.37
974,daegok,2021/03/05 13:00,56.7,16.3,1.5,8.81
974,daegok,2021/03/05 14:00,51.2,17,2.1,11.27
974,daegok,2021/03/05 15:00,41.4,18.4,2.4,13.46
974,daegok,2021/03/05 16:00,30,19,2.8,15.17
974,daegok,2021/03/05 17:00,31.8,18.4,1.9,16.23
974,daegok,2021/03/05 18:00,41.9,15.7,1.2,16.67
974,daegok,2021/03/05 19:00,68,11,0.6,16.8
974,daegok,2021/03/05 20:00,73,10.2,0.6,16.91
974,daegok,2021/03/05 21:00,85.6,8.5,,17
974,daegok,2021/03/05 22:00,91.4,7.3,0.2,17.08
974,daegok,2021/03/05 23:00,94.4,6.3,,17.16
974,daegok,2021/03/06 0:00,93.1,6.4,0.4,17.24
974,daegok,2021/03/06 1:00,96.9,5.7,0.4,0.06
974,daegok,2021/03/06 2:00,98.1,5.1,1,0.12
974,daegok,2021/03/06 3:00,98.6,3.8,0.3,0.17
974,daegok,2021/03/06 4:00,98.9,4.1,0.5,0.2
974,daegok,2021/03/06 5:00,98.9,3,0.4,0.25
974,daegok,2021/03/06 6:00,98.9,1.7,0.1,0.29
974,daegok,2021/03/06 7:00,98.9,0.9,0.7,0.3
974,daegok,2021/03/06 8:00,98.9,3.3,0.1,0.47
974,daegok,2021/03/06 9:00,90.3,6.6,0.8,1.02
974,daegok,2021/03/06 10:00,62.5,12.4,1.2,2.08
974,daegok,2021/03/06 11:00,57,13.2,5.6,3.54
974,daegok,2021/03/06 12:00,54.8,13.8,4.3,5.25
974,daegok,2021/03/06 13:00,56.6,12.9,6.2,7.26
974,daegok,2021/03/06 14:00,58.5,11,3.8,8.27
974,daegok,2021/03/06 15:00,60.3,9.9,4.8,8.95
974,daegok,2021/03/06 16:00,59.2,9.2,4.7,9.53
974,daegok,2021/03/06 17:00,59.8,8.5,4.1,9.84
974,daegok,2021/03/06 18:00,61.9,7.5,,9.96
974,daegok,2021/03/06 19:00,63.1,6.8,4.8,10
974,daegok,2021/03/06 20:00,64.8,6.2,,10.04
974,daegok,2021/03/06 21:00,64.9,5.9,3.6,10.08
974,daegok,2021/03/06 22:00,67.1,5.6,2.8,10.12
974,daegok,2021/03/06 23:00,68.1,5.3,2.4,10.16
974,daegok,2021/03/07 0:00,67.8,5.2,2.5,10.18
974,daegok,2021/03/07 1:00,69.3,5,1.9,0
974,daegok,2021/03/07 2:00,70.2,4.9,2.5,0
974,daegok,2021/03/07 3:00,71.9,4.8,1.8,0
974,daegok,2021/03/07 4:00,75.9,4.4,1.9,0
974,daegok,2021/03/07 5:00,75.8,4.3,2,0
974,daegok,2021/03/07 6:00,76.6,4.2,1.5,0
974,daegok,2021/03/07 7:00,76.5,4.2,1.8,0
974,daegok,2021/03/07 8:00,75.7,4.4,1.4,0.09
974,daegok,2021/03/07 9:00,72.7,5.1,1.6,0.34
974,daegok,2021/03/07 10:00,65,5.9,2.6,0.8
974,daegok,2021/03/07 11:00,60,7.4,2.7,1.93
974,daegok,2021/03/07 12:00,55.7,8.3,2.8,3.99
974,daegok,2021/03/07 13:00,54.4,9.4,1.2,5.95
974,daegok,2021/03/07 14:00,52.4,11,1.4,7.78
974,daegok,2021/03/07 15:00,53.7,10.6,1.9,9.36
974,daegok,2021/03/07 16:00,52,10.9,2.3,10.53
974,daegok,2021/03/07 17:00,55.1,10.2,2.7,11.42
974,daegok,2021/03/07 18:00,57.4,9.1,2.5,11.74
974,daegok,2021/03/07 19:00,62.4,8,1.1,11.85
974,daegok,2021/03/07 20:00,76.4,5.4,1.3,11.96
974,daegok,2021/03/07 21:00,83.8,4.7,0.2,12.06
974,daegok,2021/03/07 22:00,89.1,3.2,0.6,12.16
974,daegok,2021/03/07 23:00,91.3,2.5,0,12.26
974,daegok,2021/03/08 1:00,95.7,0.8,0,0.06
974,daegok,2021/03/08 2:00,96.9,0,0,0.11
974,daegok,2021/03/08 3:00,98,-0.5,0,0.15
974,daegok,2021/03/08 4:00,98.1,-1.3,0.1,0.17
974,daegok,2021/03/08 5:00,98.5,-1.2,0,0.17
974,daegok,2021/03/08 6:00,98.9,-0.6,0.2,0.17
974,daegok,2021/03/08 7:00,98.9,-0.9,0.7,0.17
974,daegok,2021/03/08 8:00,98.9,-0.4,0.4,0.29
974,daegok,2021/03/08 9:00,98.9,1.5,0.5,0.78
974,daegok,2021/03/08 10:00,86.7,6.4,0.5,2.1
974,daegok,2021/03/08 11:00,63,9.8,0.9,4.05
974,daegok,2021/03/08 12:00,54,11.4,3.1,6.33
974,daegok,2021/03/08 13:00,42.4,13.1,3.5,8.77
974,daegok,2021/03/08 14:00,36.2,13.4,2.7,11.22
974,daegok,2021/03/08 15:00,33.9,14.2,1.7,13.33
974,daegok,2021/03/08 16:00,36.7,14.3,0.9,14.27
974,daegok,2021/03/08 17:00,51.6,12.6,3.4,15
974,daegok,2021/03/08 18:00,58.4,11.1,,15.38
974,daegok,2021/03/08 19:00,65,9.2,2.4,15.55
974,daegok,2021/03/08 20:00,70.7,8.3,1.5,15.71
974,daegok,2021/03/08 21:00,83.2,6.2,0.5,15.8
974,daegok,2021/03/08 22:00,77.7,7.5,0.4,15.8
974,daegok,2021/03/08 23:00,68.5,8.2,0.2,15.8
974,daegok,2021/03/09 1:00,78.9,7.2,,0
974,daegok,2021/03/09 2:00,78.9,7,0.4,0.02
974,daegok,2021/03/09 3:00,81.3,6.8,0.9,0.02
974,daegok,2021/03/09 4:00,81.4,6.4,0.4,0.06
974,daegok,2021/03/09 5:00,84.4,6.1,0.8,0.09
974,daegok,2021/03/09 6:00,84.6,5.8,0,0.14
974,daegok,2021/03/09 7:00,83.6,5.7,0.5,0.16
974,daegok,2021/03/09 8:00,80.9,5.7,1.1,0.38
974,daegok,2021/03/09 9:00,72,7,1,0.87
974,daegok,2021/03/09 10:00,64.5,9.1,0.7,1.79
974,daegok,2021/03/09 11:00,56.7,11.3,0.8,3.38
974,daegok,2021/03/09 12:00,49.2,12,1.2,5.61
974,daegok,2021/03/09 13:00,46.5,12.3,1.7,8.01
974,daegok,2021/03/09 14:00,46,13.9,1.5,10.34
974,daegok,2021/03/09 15:00,44.5,14,1.6,12.33
974,daegok,2021/03/09 16:00,40.7,15.4,1.5,13.91
974,daegok,2021/03/09 17:00,45.4,14.6,2.5,14.74
974,daegok,2021/03/09 18:00,51.5,13.2,2.2,15.14
974,daegok,2021/03/09 19:00,57.4,11.5,1.7,15.27
974,daegok,2021/03/09 20:00,63.6,10.4,0.7,15.38
974,daegok,2021/03/09 21:00,78.4,7.6,0.4,15.48
974,daegok,2021/03/09 22:00,83.6,6.8,,15.57
974,daegok,2021/03/09 23:00,88,5.5,,15.68
974,daegok,2021/03/10 1:00,93.1,3.5,0.4,0.12
974,daegok,2021/03/10 2:00,83.2,3.5,0.3,0.25
974,daegok,2021/03/10 3:00,93.5,2.7,0.8,0.38
974,daegok,2021/03/10 4:00,93.6,1.6,0.6,0.52
974,daegok,2021/03/10 5:00,95,1,1.2,0.63
974,daegok,2021/03/10 6:00,75.5,3.2,1.2,0.75
974,daegok,2021/03/10 7:00,92,0.4,0.1,0.88
974,daegok,2021/03/10 8:00,86.6,2.8,0.2,1.22
974,daegok,2021/03/10 9:00,56.7,7.9,0.7,2.13
974,daegok,2021/03/10 10:00,46.9,10.9,1.1,3.63
974,daegok,2021/03/10 11:00,42.8,13,,5.62
974,daegok,2021/03/10 12:00,36,14,2.7,7.96
974,daegok,2021/03/10 13:00,34.8,15.2,2.6,10.46
974,daegok,2021/03/10 14:00,33.1,16.6,1.8,12.92
974,daegok,2021/03/10 15:00,32.9,16.5,2.4,15.13
974,daegok,2021/03/10 16:00,32,16.7,3.1,16.91
974,daegok,2021/03/10 17:00,43.4,15.5,3.5,18.09
974,daegok,2021/03/10 18:00,47.8,13.1,,18.65
974,daegok,2021/03/10 19:00,53.5,10.5,0.8,18.86
974,daegok,2021/03/10 20:00,65.4,7.3,0.7,18.99
974,daegok,2021/03/10 21:00,73.7,5.9,0.3,19.13
974,daegok,2021/03/10 22:00,80.2,3.7,,19.26
974,daegok,2021/03/10 23:00,88.8,2.6,0.1,19.38
974,daegok,2021/03/11 0:00,90.4,1.7,0,19.49
974,daegok,2021/03/11 1:00,92.2,1.1,0.5,0.09
974,daegok,2021/03/11 2:00,94.5,0.5,0.2,0.16
974,daegok,2021/03/11 3:00,95,-0.5,0.4,0.21
974,daegok,2021/03/11 4:00,95.9,-0.2,0.1,0.25
974,daegok,2021/03/11 5:00,95.1,-0.2,0.4,0.29
974,daegok,2021/03/11 6:00,96.4,0.2,0,0.29
974,daegok,2021/03/11 7:00,96.7,-0.3,0.3,0.29
974,daegok,2021/03/11 8:00,94.8,2.1,0.8,0.49
974,daegok,2021/03/11 9:00,82.4,5.1,0.5,1.21
974,daegok,2021/03/11 10:00,62.5,9.1,,2.58
974,daegok,2021/03/11 11:00,52.8,11.8,1.2,4.57
974,daegok,2021/03/11 12:00,46.4,13.6,1,6.25
974,daegok,2021/03/11 13:00,34,14.6,,7.99
974,daegok,2021/03/11 14:00,35.6,16.1,1.1,9.68
974,daegok,2021/03/11 15:00,34.9,16.2,1.5,11.66
974,daegok,2021/03/11 16:00,33.6,16.7,2.1,13.32
974,daegok,2021/03/11 17:00,40.5,15.8,2.1,14.29
974,daegok,2021/03/11 18:00,43.1,14.6,2.3,14.66
974,daegok,2021/03/11 19:00,51,12.8,0.6,14.78
974,daegok,2021/03/11 20:00,57.9,11.9,0.6,14.85
974,daegok,2021/03/11 21:00,68.6,10.6,,14.91
974,daegok,2021/03/11 22:00,77.4,9.5,,14.96
974,daegok,2021/03/11 23:00,76.1,9.6,0.4,15
974,daegok,2021/03/12 0:00,79.7,9.4,1.3,15.02
974,daegok,2021/03/12 1:00,92,8.7,1,0
974,daegok,2021/03/12 2:00,95.5,8.2,0.2,0
974,daegok,2021/03/12 3:00,98.2,8.3,0.2,0
974,daegok,2021/03/12 4:00,91.6,8.8,2.5,0
974,daegok,2021/03/12 5:00,95.5,8.5,2,0
974,daegok,2021/03/12 6:00,97,8.2,0.3,0
974,daegok,2021/03/12 7:00,98.4,8.2,0.5,0
974,daegok,2021/03/12 8:00,86.6,9.3,3.5,0.04
974,daegok,2021/03/12 9:00,85.1,9.6,3.8,0.2
974,daegok,2021/03/12 10:00,84.6,9.8,3.6,0.39
974,daegok,2021/03/12 11:00,91.5,9,3.4,0.62
974,daegok,2021/03/12 12:00,92.2,8.8,3.3,0.88
974,daegok,2021/03/12 13:00,90.4,8.9,4,1.07
974,daegok,2021/03/12 14:00,89.8,9.2,4.7,1.26
974,daegok,2021/03/12 15:00,90.1,9.7,,1.69
974,daegok,2021/03/12 16:00,87.5,10,3.6,2.17
974,daegok,2021/03/12 17:00,84.8,9.7,3.6,2.56
974,daegok,2021/03/12 18:00,83,9.4,4.2,2.65
974,daegok,2021/03/12 19:00,86.5,8.9,4,2.65
974,daegok,2021/03/12 20:00,86.2,8.6,4.1,2.65
974,daegok,2021/03/12 21:00,85.1,8.6,4,2.66
974,daegok,2021/03/12 22:00,80.9,8.8,,2.66
974,daegok,2021/03/12 23:00,78.9,8.7,,2.69
974,daegok,2021/03/13 1:00,79.7,7.7,2.6,0.12
974,daegok,2021/03/13 2:00,84.1,6.6,1.6,0.26
974,daegok,2021/03/13 3:00,97.1,4,0.2,0.39
974,daegok,2021/03/13 4:00,95.2,3.1,0.2,0.48
974,daegok,2021/03/13 5:00,98.5,2.3,0.4,0.55
974,daegok,2021/03/13 6:00,98.9,1.6,0.2,0.59
974,daegok,2021/03/13 7:00,98.9,1.4,0.2,0.64
974,daegok,2021/03/13 8:00,98.8,3.9,0.5,0.92
974,daegok,2021/03/13 9:00,84.5,7.8,0.7,1.71
974,daegok,2021/03/13 10:00,55.9,11.6,0.8,3.25
974,daegok,2021/03/13 11:00,53.9,12.2,1.1,5.29
974,daegok,2021/03/13 12:00,48.7,13.2,1.3,7.68
974,daegok,2021/03/13 13:00,49.1,13.6,2.2,10.17
974,daegok,2021/03/13 14:00,47.5,14.6,2.5,12.59
974,daegok,2021/03/13 15:00,40,15.7,1.2,14.81
974,daegok,2021/03/13 16:00,38.2,15.9,1.6,16.01
974,daegok,2021/03/13 17:00,44.1,15.1,2.4,16.96
974,daegok,2021/03/13 18:00,49.5,13.8,2.8,17.48
974,daegok,2021/03/13 19:00,57.6,11.8,1.8,17.67
974,daegok,2021/03/13 20:00,79.1,8.2,0.1,17.82
974,daegok,2021/03/13 21:00,85,5.9,0.2,17.94
974,daegok,2021/03/13 22:00,89.8,5.6,,18.06
974,daegok,2021/03/13 23:00,93.5,3.5,0.4,18.17
974,daegok,2021/03/14 0:00,96.7,3.6,0.3,18.27
974,daegok,2021/03/14 1:00,97.7,2.7,0.3,0.06
974,daegok,2021/03/14 2:00,98.2,1.9,0.2,0.11
974,daegok,2021/03/14 3:00,98.3,1.2,0.4,0.15
974,daegok,2021/03/14 4:00,98.7,1.1,0,0.16
974,daegok,2021/03/14 5:00,98.9,2.1,0.1,0.16
974,daegok,2021/03/14 6:00,98.9,1.5,0,0.16
974,daegok,2021/03/14 7:00,98.9,1.7,0.3,0.17
974,daegok,2021/03/14 8:00,98.9,2.3,0.4,0.39
974,daegok,2021/03/14 9:00,98.9,5.2,0.2,1.01
974,daegok,2021/03/14 10:00,84,9.8,0.6,2.31
974,daegok,2021/03/14 11:00,50.2,14,2,4.29
974,daegok,2021/03/14 12:00,45.1,14.8,1.4,6.64
974,daegok,2021/03/14 13:00,36.6,16,4,8.86
974,daegok,2021/03/14 14:00,36.7,16.2,3.5,10.62
974,daegok,2021/03/14 15:00,33.5,16.7,4.6,12.17
974,daegok,2021/03/14 16:00,33.2,16.8,3.2,14.03
974,daegok,2021/03/14 17:00,37.1,16.2,3.6,15.28
974,daegok,2021/03/14 18:00,41.2,15.1,2.6,15.87
974,daegok,2021/03/14 19:00,60,10.9,0.1,16.04
974,daegok,2021/03/14 20:00,73.5,8.1,1.1,16.18
974,daegok,2021/03/14 21:00,77.9,6.8,0.8,16.3
974,daegok,2021/03/14 22:00,89,5.5,0.2,16.41
974,daegok,2021/03/14 23:00,88.5,4.9,0.3,16.5
974,daegok,2021/03/15 0:00,93.6,3.8,0,16.59
974,daegok,2021/03/15 1:00,94.4,3,0.2,0.09
974,daegok,2021/03/15 2:00,93.9,2.4,0,0.16
974,daegok,2021/03/15 3:00,97.8,1.3,0.1,0.22
974,daegok,2021/03/15 4:00,97.8,0.9,0.1,0.26
974,daegok,2021/03/15 5:00,98.9,0.6,0.1,0.27
974,daegok,2021/03/15 6:00,98.9,0.5,0.8,0.27
974,daegok,2021/03/15 7:00,98.9,1.1,,0.27
974,daegok,2021/03/15 8:00,98.9,1.8,0.5,0.43
974,daegok,2021/03/15 9:00,98.9,4.8,0.3,1.01
974,daegok,2021/03/15 10:00,83.2,9.1,0.6,2.24
974,daegok,2021/03/15 11:00,56.9,14,0.8,4.23
974,daegok,2021/03/15 12:00,50.2,14.2,4.1,6.01
974,daegok,2021/03/15 13:00,53.7,15,4.5,7.94
974,daegok,2021/03/15 14:00,52.6,15.7,4.8,9.98
974,daegok,2021/03/15 15:00,52.7,15.8,4.6,11.87
974,daegok,2021/03/15 16:00,53.1,15.9,4.7,13.38
974,daegok,2021/03/15 17:00,56.1,15.2,4.7,14.26
974,daegok,2021/03/15 18:00,62.2,14.6,,14.66
974,daegok,2021/03/15 19:00,66.6,14,2.4,14.78
974,daegok,2021/03/15 20:00,72.1,13.4,,14.82
974,daegok,2021/03/15 21:00,76.7,13,0.6,14.83
974,daegok,2021/03/15 22:00,76,12.9,,14.83
974,daegok,2021/03/15 23:00,78.6,12.9,,14.85
974,daegok,2021/03/16 0:00,85.9,12.4,0.3,14.85
974,daegok,2021/03/16 1:00,96.3,11.6,0.8,0
974,daegok,2021/03/16 2:00,98.9,11.4,0,0
974,daegok,2021/03/16 3:00,98.9,11.7,0.8,0
974,daegok,2021/03/16 4:00,98.5,11.7,0.1,0
974,daegok,2021/03/16 5:00,97.3,11.9,1,0
974,daegok,2021/03/16 6:00,98.3,11.7,0.5,0
974,daegok,2021/03/16 7:00,98.9,11.5,0.8,0.01
974,daegok,2021/03/16 8:00,97.5,12.2,0.5,0.19
974,daegok,2021/03/16 9:00,95.4,13,,0.69
974,daegok,2021/03/16 10:00,75.8,16.4,1.5,2.07
974,daegok,2021/03/16 11:00,53.2,17.6,,3.83
974,daegok,2021/03/16 12:00,37.8,19,,6.08
974,daegok,2021/03/16 13:00,31.7,19.3,,8.74
974,daegok,2021/03/16 14:00,31.3,19.8,,11.25
974,daegok,2021/03/16 15:00,26.3,20.7,3.4,13.51
974,daegok,2021/03/16 16:00,22.2,21.1,,15.26
974,daegok,2021/03/16 17:00,19.5,20.3,,16.61
974,daegok,2021/03/16 18:00,18.6,18.8,,17.33
974,daegok,2021/03/16 19:00,31.5,13,1.3,17.53
974,daegok,2021/03/16 20:00,26,14.3,,17.67
974,daegok,2021/03/16 21:00,30.7,12.2,,17.81
974,daegok,2021/03/16 22:00,59.2,6.9,0.6,17.95
974,daegok,2021/03/16 23:00,70,4.2,1,18.11
974,daegok,2021/03/17 0:00,70.6,4.6,0.9,18.25
974,daegok,2021/03/17 1:00,79.1,2.7,0.4,0.14
974,daegok,2021/03/17 2:00,85.9,0.9,0.8,0.28
974,daegok,2021/03/17 3:00,87.5,1.2,1,0.42
974,daegok,2021/03/17 4:00,83.8,0,0.5,0.56
974,daegok,2021/03/17 5:00,85.6,0,0.6,0.68
974,daegok,2021/03/17 6:00,91,-1,0.2,0.8
974,daegok,2021/03/17 7:00,87.6,-0.9,0,0.93
974,daegok,2021/03/17 8:00,85.6,3,0,1.35
974,daegok,2021/03/17 9:00,53.2,7.6,0.7,2.42
974,daegok,2021/03/17 10:00,41.1,10.2,1.1,4.12
974,daegok,2021/03/17 11:00,30.2,12.5,1.7,6.31
974,daegok,2021/03/17 12:00,29.1,14.4,2.3,8.87
974,daegok,2021/03/17 13:00,22.9,16.4,1.7,11.49
974,daegok,2021/03/17 14:00,22.2,17.1,3,14.07
974,daegok,2021/03/17 15:00,22.7,18.5,1.9,16.16
974,daegok,2021/03/17 16:00,20,18.3,2.1,17.86
974,daegok,2021/03/17 17:00,50.3,15.8,3.5,19.06
974,daegok,2021/03/17 18:00,55.3,13.8,2.5,19.56
974,daegok,2021/03/17 19:00,60.2,12.4,1.1,19.75
974,daegok,2021/03/17 20:00,75.7,8.9,0.5,19.89
974,daegok,2021/03/17 21:00,82.4,7.3,0.7,20.02
974,daegok,2021/03/17 22:00,86.3,6.8,0.7,20.13
974,daegok,2021/03/17 23:00,91.2,5.9,0.7,20.25
974,daegok,2021/03/18 0:00,95.6,4.3,0.3,20.34
974,daegok,2021/03/18 1:00,95.7,3.3,0.2,0.07
974,daegok,2021/03/18 2:00,98.2,3.2,0.4,0.12
974,daegok,2021/03/18 3:00,97.9,1.8,0.7,0.16
974,daegok,2021/03/18 4:00,98.3,2.2,0.4,0.16
974,daegok,2021/03/18 5:00,98.9,3,1,0.16
974,daegok,2021/03/18 6:00,98.9,2.4,0.2,0.16
974,daegok,2021/03/18 7:00,98.9,2.2,0,0.17
974,daegok,2021/03/18 8:00,98.9,4.2,0.2,0.4
974,daegok,2021/03/18 9:00,96.1,8.6,0.5,1.16
974,daegok,2021/03/18 10:00,61.6,12,3.2,2.66
974,daegok,2021/03/18 11:00,53.5,14,4,4.73
974,daegok,2021/03/18 12:00,47.6,15.3,1.9,7.15
974,daegok,2021/03/18 13:00,44.8,15.9,2.8,9.78
974,daegok,2021/03/18 14:00,40.9,16.7,2.5,12.34
974,daegok,2021/03/18 15:00,39.4,18,1.2,14.55
974,daegok,2021/03/18 16:00,35.9,18.5,1.3,16.45
974,daegok,2021/03/18 17:00,50.5,17.1,3.7,17.72
974,daegok,2021/03/18 18:00,56.6,14.9,3.2,18.35
974,daegok,2021/03/18 19:00,64,12.8,1.6,18.55
974,daegok,2021/03/18 20:00,67.2,11.6,1.8,18.68
974,daegok,2021/03/18 21:00,71.7,10.8,1.1,18.8
974,daegok,2021/03/18 22:00,75,10.2,,18.9
974,daegok,2021/03/18 23:00,84.9,8,,18.99
974,daegok,2021/03/19 0:00,85.7,8.2,0.3,19.06
974,daegok,2021/03/19 1:00,83.2,7.8,1.1,0.09
974,daegok,2021/03/19 2:00,88.3,5.6,0.5,0.21
974,daegok,2021/03/19 3:00,90.9,5.6,0.3,0.33
974,daegok,2021/03/19 4:00,88.1,6.4,1,0.4
974,daegok,2021/03/19 5:00,90.4,6.2,0.2,0.45
974,daegok,2021/03/19 6:00,93,5.7,0.8,0.53
